raw_text,link,page_found,scrape_timestamp
"Traumhafte Altbauwohnung mit Wintergarten, Garten & Blick ins Grüne in 1180 | 1180 Wien, 18. Bezirk, Währing, Gersthofer Straße | 200 m² | 5 Zimmer | Terrasse, Balkon, Wintergarten, Garten | Privat | € 3.450",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/traumhafte-altbauwohnung-mit-wintergarten-garten-blick-ins-gruene-in-1180-1236522611/,3,2026-01-19T07:24:25.719147
"Near technical University - 4th district - only MALE rooms available by July 2026 | 1040 Wien, 04. Bezirk, Wieden, Kleine Neugasse | 12 m² | 6 Zimmer | Privat | € 610",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/near-technical-university-4th-district-only-male-rooms-available-by-july-2026-877780404/,3,2026-01-19T07:24:25.734760
"Wohnen in der Innenstadt: 5-Zimmer Wohnung in Top Lage - zwischen Schwedenplatz und Stephansplatz; ab sofort! | 1010 Wien, 01. Bezirk, Innere Stadt | 160 m² | 5 Zimmer | Mittelsmann Philipp Sulek GmbH | € 3.156,33",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wohnen-in-der-innenstadt-5-zimmer-wohnung-in-top-lage-zwischen-schwedenplatz-und-stephansplatz-ab-sofort-1715879878/,3,2026-01-19T07:24:25.750074
"Grünruhelage nahe Glanzing! Perfekt geschnittene Dachterrassen-Studio-Wohnung mit optionalem Garagenplatz | 1190 Wien, 19. Bezirk, Döbling | 44 m² | 1 Zimmer | Terrasse, Dachterrasse | Gottlieb Properties Immobilientreuhand GmbH | € 888,16",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/gruenruhelage-nahe-glanzing-perfekt-geschnittene-dachterrassen-studio-wohnung-mit-optionalem-garagenplatz-1045589494/,3,2026-01-19T07:24:25.766504
"Garconniere, Top-Lage! Privatgarten! - smart living | 1180 Wien, 18. Bezirk, Währing, Wallrißstraße | 46 m² | Privat | € 1.360",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/garconniere-top-lage-privatgarten-smart-living-1843298671/,3,2026-01-19T07:24:25.781031
"Schöne Dachgeschoßmaisonette (95m²+35m² Terrasse) mit 360°Blick über Wien | 1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Goldschlagstraße 40 | 95 m² | 3 Zimmer | Dachterrasse | Privat | € 1.950",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/schoene-dachgeschossmaisonette-95m-35m-terrasse-mit-360-blick-ueber-wien-1628606847/,3,2026-01-19T07:24:25.797105
"2-Zimmer Wohnung (44 m²) in 1160 Wien - ab Februar verfügbar | 1160 Wien, 16. Bezirk, Ottakring, Rückertgasse | 44 m² | 2 Zimmer | Privat | € 638,25",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/2-zimmer-wohnung-44-m-in-1160-wien-ab-februar-verfuegbar-1379391555/,3,2026-01-19T07:24:25.812615
"Helle Wohnung mit großer Loggia ins Grüne in absoluter Ruhelage am Fuße des Wilhelminenberges / Provisionsfrei | 1160 Wien, 16. Bezirk, Ottakring, Degengasse 70 | 92 m² | 3 Zimmer | Loggia | Privat | € 1.590",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/helle-wohnung-mit-grosser-loggia-ins-gruene-in-absoluter-ruhelage-am-fusse-des-wilhelminenberges-provisionsfrei-1403084700/,3,2026-01-19T07:24:25.828663
"2,5-Zimmer-Wohnung mit perfektem Grundriss und Loggia in ruhiger Wohnlage | 1230 Wien, 23. Bezirk, Liesing | 75 m² | 2 Zimmer | Loggia, Garten | Privat | € 1.235,13",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/2-5-zimmer-wohnung-mit-perfektem-grundriss-und-loggia-in-ruhiger-wohnlage-1881383412/,3,2026-01-19T07:24:25.844393
"2,5-Zimmer-Wohnung lichtdurchflutet mit Loggia und idealer Sonnenausrichtung | 1230 Wien, 23. Bezirk, Liesing | 71 m² | 2 Zimmer | Loggia, Garten | Privat | € 1.216,40",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/2-5-zimmer-wohnung-lichtdurchflutet-mit-loggia-und-idealer-sonnenausrichtung-1965971982/,3,2026-01-19T07:24:25.859259
"Großzügige 3 Zimmerdachgeschosswohnung + Terrasse in absoluter Ruhelage! Tolle Lage - U1 Kagranerplatz! Nähe Alte Donau&Donauzentrum! | 1220 Wien, 22. Bezirk, Donaustadt, Finsterergasse | 75 m² | 3 Zimmer | Terrasse | Doppio Immobilien GmbH | € 1.548,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/grosszuegige-3-zimmerdachgeschosswohnung-terrasse-in-absoluter-ruhelage-tolle-lage-u1-kagranerplatz-naehe-alte-donau-donauzentrum-1681469413/,3,2026-01-19T07:24:25.874119
"***MIETANBOT LIEGT VOR*** Dachgeschoss-Living in Hietzing | Grünblick & Parkplatz inklusive! | 1130 Wien, 13. Bezirk, Hietzing | 124 m² | 5 Zimmer | Garten | Badura Immobilien GmbH | € 1.950",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/-mietanbot-liegt-vor-dachgeschoss-living-in-hietzing-gruenblick-parkplatz-inklusive-1200678859/,3,2026-01-19T07:24:25.889704
"Erstbezug - stilvoll sanierte 2-Zimmer-Wohnung in Hernals | 1170 Wien, 17. Bezirk, Hernals, Geblergasse 97 | 54 m² | 2 Zimmer | Privat | € 1.058,67",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/erstbezug-stilvoll-sanierte-2-zimmer-wohnung-in-hernals-1196694146/,3,2026-01-19T07:24:25.903834
"Direktvergabe 2-Zimmer-Gemeindewohnung (Vormerkschein / Wohnticket ERFORDERLICH) | 1130 Wien, 13. Bezirk, Hietzing, Hetzendorferstraße | 52 m² | 2 Zimmer | Privat | € 520",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/direktvergabe-2-zimmer-gemeindewohnung-vormerkschein-wohnticket-erforderlich-792634907/,3,2026-01-19T07:24:25.918887
"++NEU++ Unique 3-room apartment in the very heart of the city (1/24) | 1060 Wien, 06. Bezirk, Mariahilf | 57 m² | 3 Zimmer | Balkon | Adonia Realitätenvermittlung GmbH | € 1.874,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/-neu-unique-3-room-apartment-in-the-very-heart-of-the-city-1-24-1032906986/,3,2026-01-19T07:24:25.934688
"PERFEKT:3 Zimmerappartement | 1140 Wien, 14. Bezirk, Penzing, Pfaffenbergengasse | 78 m² | 3 Zimmer | Privat | € 1.165",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/perfekt-3-zimmerappartement-969614639/,3,2026-01-19T07:24:25.949553
"Moderne 3-Zimmer-Maisonette-Wohnung mit Balkon zwischen Rochusmarkt und Donaukanal | 1030 Wien, 03. Bezirk, Landstraße, Erdbergstraße | 90 m² | 3 Zimmer | Balkon | EDEX Immobilien GmbH | € 1.645",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/moderne-3-zimmer-maisonette-wohnung-mit-balkon-zwischen-rochusmarkt-und-donaukanal-2078707040/,3,2026-01-19T07:24:25.964264
"Ruhige 3 Zimmer Wohnung WARM inkl. Heizung, Warmwasser und Strom - 2er - WG tauglich | 1100 Wien, 10. Bezirk, Favoriten, Puchsbaumplatz | 82 m² | 3 Zimmer | Willmann Immobilien GmbH | € 1.050,01",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/ruhige-3-zimmer-wohnung-warm-inkl-heizung-warmwasser-und-strom-2er-wg-tauglich-1507000523/,3,2026-01-19T07:24:25.978377
"EXKLUSIVES PENTHOUSE MIT BLICK ÜBER WIEN IM 42. OG | ERSTBEZUG | VIENNA TWENTYTWO | AB APRIL 2026 | 1220 Wien, 22. Bezirk, Donaustadt, Dr.-Adolf-Schärf-Platz 10 | 113 m² | 3 Zimmer | Balkon, Loggia | OPTIN Immobilien GmbH | € 3.389,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/exklusives-penthouse-mit-blick-ueber-wien-im-42-og-erstbezug-vienna-twentytwo-ab-april-2026-1201556113/,3,2026-01-19T07:24:25.994987
"RESIDENZ AM STADTRAND zum Mieten | 1140 Wien, 14. Bezirk, Penzing, Bahnstraße 2F | 90 m² | 3 Zimmer | Terrasse, Garten | Familienwohnbau gemeinnützige Bau- und Siedlungsgesellschaft m.b.H. | € 1.981,26",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/residenz-am-stadtrand-zum-mieten-2084735102/,3,2026-01-19T07:24:26.010621
"3 ZIMMER! - DC-FLATS - Stilvolles Wohnen über den Dächern - ERSTBEZUG | 1220 Wien, 22. Bezirk, Donaustadt | 92 m² | 3 Zimmer | Hubner Immobilien | € 2.290",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/3-zimmer-dc-flats-stilvolles-wohnen-ueber-den-daechern-erstbezug-2118073874/,3,2026-01-19T07:24:26.025942
"3 Zimmerwohnung (Maisonette) mit Balkon in 1190 Wien zu vermieten | 1190 Wien, 19. Bezirk, Döbling | 84 m² | 3 Zimmer | Balkon | Hofer Realitäten GmbH | € 1.772,69",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/3-zimmerwohnung-maisonette-mit-balkon-in-1190-wien-zu-vermieten-1518034116/,3,2026-01-19T07:24:26.041073
"Helle 3-Zimmer Dachgeschoßwohnung | 1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Mariahilfer Straße 208 | 72 m² | Johannes M. Pokorny Immobilientreuhand e.U. | € 1.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/helle-3-zimmer-dachgeschosswohnung-1688613654/,3,2026-01-19T07:24:26.056636
"Dachgeschoß - über 60m² Terrasse und Balkon nahe Alte Donau | 1210 Wien, 21. Bezirk, Floridsdorf, Ostmarkgasse | 134 m² | 4 Zimmer | Terrasse, Balkon, Dachterrasse | Wonisch Immobilien e.U. | € 2.700",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/dachgeschoss-ueber-60m-terrasse-und-balkon-nahe-alte-donau-1794667640/,3,2026-01-19T07:24:26.073381
"Kleine Perle im ultramodernen Wohnhaus mit Pool am Dach zu mieten // Small gem in an ultra-modern apartm. building with pool on the roof for rent // | 1020 Wien, 02. Bezirk, Leopoldstadt | 55 m² | 2 Zimmer | Terrasse, Balkon | Valmacor Immobilientreuhand GmbH | € 1.630,01",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/kleine-perle-im-ultramodernen-wohnhaus-mit-pool-am-dach-zu-mieten-small-gem-in-an-ultra-modern-apartm-building-with-pool-on-the-roof-for-rent-890629443/,3,2026-01-19T07:24:26.089434
"Ruhige 67 m² Wohnung mit Balkon im 6. Bezirk | 1060 Wien, 06. Bezirk, Mariahilf, Webgaße 37 | 67 m² | 2 Zimmer | Balkon | Privat | € 1.400",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/ruhige-67-m-wohnung-mit-balkon-im-6-bezirk-1412563307/,4,2026-01-19T07:24:33.375084
"Charmante Wohnung im Grünen, WG - geeignet | 1180 Wien, 18. Bezirk, Währing | 57 m² | 2 Zimmer | Balkon, Garten | Privat | € 966,70",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/charmante-wohnung-im-gruenen-wg-geeignet-1310270323/,4,2026-01-19T07:24:33.390704
"Top-Lage Citygate: 2 Zimmer mit großem Balkon, U1 vor der Tür - provisionsfrei | 1210 Wien, 21. Bezirk, Floridsdorf, Aderklaaer Straße 29 | 58 m² | 2 Zimmer | Balkon | Privat | € 1.090",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/top-lage-citygate-2-zimmer-mit-grossem-balkon-u1-vor-der-tuer-provisionsfrei-1656192424/,4,2026-01-19T07:24:33.432790
"Helle 3-Zimmer-Wohnung mit Terrasse & Garagenplatz im Herzen Döblings - 1190 Wien | 1190 Wien, 19. Bezirk, Döbling | 82 m² | 3 Zimmer | Terrasse | Warestone Immobilien GmbH | € 1.900",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/helle-3-zimmer-wohnung-mit-terrasse-garagenplatz-im-herzen-doeblings-1190-wien-2111037524/,4,2026-01-19T07:24:33.448350
"ALL-INCLUSIVE-MIETE im Sonnwendviertel! | 1100 Wien, 10. Bezirk, Favoriten | 36 m² | 1 Zimmer | Loggia | Hubner Immobilien | € 727,73",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/all-inclusive-miete-im-sonnwendviertel-1210332102/,4,2026-01-19T07:24:33.463748
"Grüne Ruheoase im Herzen des 8. Bezirks - Schlafzimmer zum großen, ruhigem Innenhof - Optional mit Garage im Haus | 1080 Wien, 08. Bezirk, Josefstadt, Breitenfeldergasse | 67 m² | 2 Zimmer | Garten | Privat | € 1.680,44",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/gruene-ruheoase-im-herzen-des-8-bezirks-schlafzimmer-zum-grossen-ruhigem-innenhof-optional-mit-garage-im-haus-1328548938/,4,2026-01-19T07:24:33.479405
"4 Zimmer Gemeindewohnung | 1030 Wien, 03. Bezirk, Landstraße, Markhofgasse | 71 m² | 4 Zimmer | Privat | € 773,40",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/4-zimmer-gemeindewohnung-810976204/,4,2026-01-19T07:24:33.493769
"Vollmöblierte Neubauwohnung mit Balkon und Rutsche in ruhiger Lage | 1030 Wien, 03. Bezirk, Landstraße, Erne-Seder-Gasse 6 | 41 m² | Balkon | Privat | € 990",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/vollmoeblierte-neubauwohnung-mit-balkon-und-rutsche-in-ruhiger-lage-962162189/,4,2026-01-19T07:24:33.508149
"Wohnung zum vermieten | 1140 Wien, 14. Bezirk, Penzing | 52 m² | 2 Zimmer | Privat | € 1.000",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/wohnung-zum-vermieten-1217658379/,4,2026-01-19T07:24:33.524433
"Helle 1 Zimmerwohnung im Cottageviertel | 1180 Wien, 18. Bezirk, Währing, Wallrißstraße 68 | 30 m² | 1 Zimmer | Privat | € 700",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/helle-1-zimmerwohnung-im-cottageviertel-1246360988/,4,2026-01-19T07:24:33.539881
"Traumhafte Wohnung mit Panoramablick über Wien | 1170 Wien, 17. Bezirk, Hernals, Werfelstraße | 153 m² | 4 Zimmer | Terrasse, Balkon | Privat | € 2.849",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/traumhafte-wohnung-mit-panoramablick-ueber-wien-992889295/,4,2026-01-19T07:24:33.554650
"Helle, ruhige 2-Zimmer-Wohnung mit Balkon & Klimaanlage - Schleiergasse Nähe U1 Troststraße | 1100 Wien, 10. Bezirk, Favoriten | 68 m² | 2 Zimmer | Terrasse, Balkon | ISIDEX GmbH | € 1.100",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/helle-ruhige-2-zimmer-wohnung-mit-balkon-klimaanlage-schleiergasse-naehe-u1-troststrasse-2015371140/,4,2026-01-19T07:24:33.571629
"AKTION-EIN MONAT MIETFREI Kompakte Mietwohnungen in ruhiger Lage- weitere Einheiten folgen | 1210 Wien, 21. Bezirk, Floridsdorf | 36 m² | 1 Zimmer | Rustler Immobilientreuhand GesmbH | € 668,16",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/aktion-ein-monat-mietfrei-kompakte-mietwohnungen-in-ruhiger-lage-weitere-einheiten-folgen-1462711382/,4,2026-01-19T07:24:33.587962
"Traumhafte Terrassenwohnung mit Panoramablick & Garagenplatz | 1140 Wien, 14. Bezirk, Penzing, Waidhausenstraße | 113 m² | 4 Zimmer | Terrasse | Privat | € 1.890",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/traumhafte-terrassenwohnung-mit-panoramablick-garagenplatz-2037029242/,4,2026-01-19T07:24:33.604398
"2-Zimmer Wohnung in 1100 Wien: Einbauküche und Loggia inklusive! | 1100 Wien, 10. Bezirk, Favoriten, Humboldtgasse 38 | 80 m² | 2 Zimmer | Loggia | teamneunzehn-Gruppe | € 1.280,96",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/2-zimmer-wohnung-in-1100-wien-einbaukueche-und-loggia-inklusive-1540547794/,4,2026-01-19T07:24:33.619832
"Abends Champagner auf der 360° Dachterrasse, morgens die U-Bahn vor der Haustüre | 1040 Wien, 04. Bezirk, Wieden | 184 m² | 4 Zimmer | Terrasse, Dachterrasse | Kokron Immobilien e.U. | € 4.854,30",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/abends-champagner-auf-der-360-dachterrasse-morgens-die-u-bahn-vor-der-haustuere-956627080/,4,2026-01-19T07:24:33.634489
"Maisonette mit Flair: Hochwertige Wohnung mit großzügiger Freiflächen! Einbauküche und Klimaanlage inklusive! | 1130 Wien, 13. Bezirk, Hietzing, Vitusgasse 6 | 93 m² | 4 Zimmer | Terrasse, Balkon, Dachterrasse | teamneunzehn-Gruppe | € 2.249",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/maisonette-mit-flair-hochwertige-wohnung-mit-grosszuegiger-freiflaechen-einbaukueche-und-klimaanlage-inklusive-1591944824/,4,2026-01-19T07:24:33.648932
"Geräumige 2-Zimmer-Wohnung mit Loggia und Einbauküche - ab sofort beziehbar! | 1100 Wien, 10. Bezirk, Favoriten, Humboldtgasse 38 | 68 m² | 2 Zimmer | Loggia | teamneunzehn-Gruppe | € 1.114,73",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/geraeumige-2-zimmer-wohnung-mit-loggia-und-einbaukueche-ab-sofort-beziehbar-1040972264/,4,2026-01-19T07:24:33.663437
"Ruhige 1-Zimmerwohnung inkl. Loggia in U-Bahnnähe | 1140 Wien, 14. Bezirk, Penzing, Baumgartenstraße | 50 m² | 1 Zimmer | Loggia, Garten | Privat | € 695",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/ruhige-1-zimmerwohnung-inkl-loggia-in-u-bahnnaehe-1332413494/,4,2026-01-19T07:24:33.679344
"helle und ruhige Altbau-Garconniere kurzfristig zu vermieten | 1120 Wien, 12. Bezirk, Meidling | 32 m² | Privat | € 590",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/helle-und-ruhige-altbau-garconniere-kurzfristig-zu-vermieten-2125634606/,4,2026-01-19T07:24:33.693641
"SEHR HELLE, PROVISIONSFREIE, UNBEFRISTETE 121m² 3-ZIMMER-WOHNUNG IN BESTER WÄHRINGER RUHELAGE ZU MIETEN! | 1180 Wien, 18. Bezirk, Währing | 121 m² | 3 Zimmer | IMMO-GITH GmbH | € 1.895,60",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/sehr-helle-provisionsfreie-unbefristete-121m-3-zimmer-wohnung-in-bester-waehringer-ruhelage-zu-mieten-1812158178/,4,2026-01-19T07:24:33.709669
"2 Zimmer Wohnung nähe Donauzentrum | 1220 Wien, 22. Bezirk, Donaustadt, nähe Kagraner Platz/Donauzentrum | 55 m² | 2 Zimmer | Terrasse | Privat | € 1.200",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/2-zimmer-wohnung-naehe-donauzentrum-1266955390/,4,2026-01-19T07:24:33.724820
"Design trifft auf Wohnkomfort! High-End Apartment in den DC Flats | 1220 Wien, 22. Bezirk, Donaustadt | 45 m² | 2 Zimmer | Hubner Immobilien | € 1.240",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/design-trifft-auf-wohnkomfort-high-end-apartment-in-den-dc-flats-1655817765/,4,2026-01-19T07:24:33.740330
"Hoch hinaus mit Stil- Exklusives 3-Zimmer-Apartment über der Donau! | 1220 Wien, 22. Bezirk, Donaustadt | 91 m² | 3 Zimmer | Hubner Immobilien | € 2.350",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/hoch-hinaus-mit-stil-exklusives-3-zimmer-apartment-ueber-der-donau-1029643936/,4,2026-01-19T07:24:33.755722
"DC Flats - Architektur, Design & Komfort vereint | 1220 Wien, 22. Bezirk, Donaustadt | 92 m² | 3 Zimmer | Hubner Immobilien | € 2.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/dc-flats-architektur-design-komfort-vereint-2026984997/,4,2026-01-19T07:24:33.771402
"Vienna Living - DC-FLATS - Großzügige 3-Zimmerwohnung in ruhiger Höhe - ERSTBEZUG | 1220 Wien, 22. Bezirk, Donaustadt | 92 m² | 3 Zimmer | Hubner Immobilien | € 2.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/vienna-living-dc-flats-grosszuegige-3-zimmerwohnung-in-ruhiger-hoehe-erstbezug-786400936/,4,2026-01-19T07:24:33.786533
"High-End Living - DC-FLATS - Exklusives Apartment im Obergeschoss - ERSTBEZUG | 1220 Wien, 22. Bezirk, Donaustadt | 92 m² | 3 Zimmer | Hubner Immobilien | € 2.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/high-end-living-dc-flats-exklusives-apartment-im-obergeschoss-erstbezug-1218326933/,4,2026-01-19T07:24:33.801422
"ERSTBEZUG - DC-FLATS - 3-Zimmer Neubau im oberen Stockwerk ! | 1220 Wien, 22. Bezirk, Donaustadt | 91 m² | 3 Zimmer | Hubner Immobilien | € 2.320",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/erstbezug-dc-flats-3-zimmer-neubau-im-oberen-stockwerk-1140390164/,4,2026-01-19T07:24:33.816220
"Design & View - DC-FLATS - Hochwertige 3-Zimmer Wohnung - ERSTBEZUG | 1220 Wien, 22. Bezirk, Donaustadt | 92 m² | 3 Zimmer | Hubner Immobilien | € 2.320,01",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/design-view-dc-flats-hochwertige-3-zimmer-wohnung-erstbezug-977071515/,4,2026-01-19T07:24:33.831605
"Wohnen am Wilhelminenberg! Traumhafter Fernblick + Absolute Grün- und Ruhelage + Tolle Raumaufteilung + Garagenplatz! Das perfekte Zuhause über den Dächern... | 1160 Wien, 16. Bezirk, Ottakring, Heiderichstraße | 68 m² | 2 Zimmer | Terrasse | Schantl ITH Immobilientreuhand GmbH | € 1.440",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/wohnen-am-wilhelminenberg-traumhafter-fernblick-absolute-gruen-und-ruhelage-tolle-raumaufteilung-garagenplatz-das-perfekte-zuhause-ueber-den-daechern-1981616091/,4,2026-01-19T07:24:33.846237
"Möblierte Single Wohnung nähe Augarten - niedrige Kosten | 1200 Wien, 20. Bezirk, Brigittenau | 43 m² | 1 Zimmer | Privat | € 890",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/moeblierte-single-wohnung-naehe-augarten-niedrige-kosten-849840887/,5,2026-01-19T07:24:40.092295
"Traumhafte 4-Zimmer-Neubauwohnung mit Loggia und Fernblick - inkl. Garagenplatz | 1180 Wien, 18. Bezirk, Währing | 121 m² | 4 Zimmer | Loggia, Garten | Galerie Immobilien GmbH | € 2.200",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/traumhafte-4-zimmer-neubauwohnung-mit-loggia-und-fernblick-inkl-garagenplatz-1623902903/,5,2026-01-19T07:24:40.109122
"Gemeindewohnung Wiener Wohnen, Vormerkschein Datum mindestens 01.08.2025 | 1130 Wien, 13. Bezirk, Hietzing, Rossinigasse | 65 m² | 3 Zimmer | Privat | € 710",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/gemeindewohnung-wiener-wohnen-vormerkschein-datum-mindestens-01-08-2025-964089933/,5,2026-01-19T07:24:40.152708
"Blueground ID475, Hernals | 1170 Wien, 17. Bezirk, Hernals, Clerfaytgasse 1 | 125 m² | 3 Zimmer | Balkon | Blueground Austria GmbH | € 2.190",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/blueground-id475-hernals-1186337686/,5,2026-01-19T07:24:40.168657
"Traumblick über Wien, Belview Tower mit Gym, Wellness & Lounge, 2 Zimmer + Balkon, 16. Stock, U-Bahn | 1100 Wien, 10. Bezirk, Favoriten, Karl-Popper-Straße 5 | 44 m² | 2 Zimmer | Balkon | Blueground Austria GmbH | € 1.495",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/traumblick-ueber-wien-belview-tower-mit-gym-wellness-lounge-2-zimmer-balkon-16-stock-u-bahn-1507932710/,5,2026-01-19T07:24:40.185351
"Hochwertige, Helle 3-Zimmer-Wohnung mit separater Küche ca. 80 m² und Kellerabteil 2m² Top Infrastruktur, Straßenbahn, S-Bahn, U-Bahn nähe alte Donau | 1210 Wien, 21. Bezirk, Floridsdorf, Schenkendorfgasse 13 | 80 m² | 3 Zimmer | Privat | € 1.500",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/hochwertige-helle-3-zimmer-wohnung-mit-separater-kueche-ca-80-m-und-kellerabteil-2m-top-infrastruktur-strassenbahn-s-bahn-u-bahn-naehe-alte-donau-1344579658/,5,2026-01-19T07:24:40.201143
"Blueground ID90, Donaustadt | 1220 Wien, 22. Bezirk, Donaustadt, Nippongasse 8 | 67 m² | 3 Zimmer | Balkon | Blueground Austria GmbH | € 1.945",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/blueground-id90-donaustadt-2096814707/,5,2026-01-19T07:24:40.218418
"Wohnen und Büro Am Stephansplatz | 1010 Wien, 01. Bezirk, Innere Stadt | 145 m² | 8 Zimmer | M. Haager Gesellschaft m.b.H | € 3.337,40",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wohnen-und-buero-am-stephansplatz-1514016430/,5,2026-01-19T07:24:40.234202
"MitbewohnerIn gesucht in 3er WG in sonnigem Zimmer | 1130 Wien, 13. Bezirk, Hietzing, Wittegasse | 9 m² | 1 Zimmer | Privat | € 440",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/mitbewohnerin-gesucht-in-3er-wg-in-sonnigem-zimmer-1649673349/,5,2026-01-19T07:24:40.263685
