raw_text,link,page_found
"EINZIGARTIGE ALTBAUWOHUNG IM LOFT STIL - LICHTDURCHFLUTET - BALKON - EXKLUSIVE LAGE IM 7. WIENER GEMEINDEBEZIRK -INNENHOFLAGE - BARRIEREFREI MITTELS LIFT | 1070 Wien, 07. Bezirk, Neubau | 131 m² | 3 Zimmer | Balkon | Neutor Real GmbH | € 2.350",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/einzigartige-altbauwohung-im-loft-stil-lichtdurchflutet-balkon-exklusive-lage-im-7-wiener-gemeindebezirk-innenhoflage-barrierefrei-mittels-lift-2073284300/,3
"3 Zimmer Wohnung in 1040 Wien | 1040 Wien, 04. Bezirk, Wieden | 79 m² | 3 Zimmer | 3fach Immobilien OG | € 1.155,74",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/3-zimmer-wohnung-in-1040-wien-812678756/,3
"GRÜNSTÜCK 22 - hochwertige 3-Zimmer Neubauwohnung in bester Lage - ab sofort verfügbar. - WOHNTRAUM | 1220 Wien, 22. Bezirk, Donaustadt, Adelheid-Popp-Gasse 10 | 68 m² | 3 Zimmer | Terrasse, Balkon, Loggia | teamneunzehn-Gruppe | € 1.279,20",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gruenstueck-22-hochwertige-3-zimmer-neubauwohnung-in-bester-lage-ab-sofort-verfuegbar-wohntraum-1357924892/,3
"GRÜNSTÜCK 22 - hochwertiger Neubau in bester Lage! Verfügbar ab Februar. - WOHNTRAUM | 1220 Wien, 22. Bezirk, Donaustadt, Adelheid-Popp-Gasse 10 | 56 m² | 2 Zimmer | Terrasse, Balkon, Loggia | teamneunzehn-Gruppe | € 998,13",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gruenstueck-22-hochwertiger-neubau-in-bester-lage-verfuegbar-ab-februar-wohntraum-1713413379/,3
"Grünstück 22 - Lebensqualität auf einen Blick - mitten in Hirschstetten. - WOHNTRAUM | Neubauprojekt | 1220 Wien, 22. Bezirk, Donaustadt, Adelheid-Popp-Gasse 10 | teamneunzehn-Gruppe | ab € 999",https://www.willhaben.at/iad/immobilien/d/neubauprojekt/wien/wien-1220-donaustadt/gruenstueck-22-lebensqualitaet-auf-einen-blick-mitten-in-hirschstetten-wohntraum-1337663888/,3
"Etage 1/Top 5 | 68 m², 3 Zimmer | € 1.279,20",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gruenstueck-22-hochwertige-3-zimmer-neubauwohnung-in-bester-lage-ab-sofort-verfuegbar-wohntraum-1357924892/,3
"Etage 1/Top 04 | 56 m², 2 Zimmer | € 998,13",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gruenstueck-22-hochwertiger-neubau-in-bester-lage-verfuegbar-ab-februar-wohntraum-1713413379/,3
"Wohnen bei der Mariahilfer Straße- Balkon, Ruhelage-Provisionsfrei | 1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Schwendergasse 17 | 42 m² | 2 Zimmer | Balkon | Privat | € 750",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/wohnen-bei-der-mariahilfer-strasse-balkon-ruhelage-provisionsfrei-1387344705/,3
"2-Zimmer Gartenwohnung (uneinsichtig) inkl. Garagenplatz | 1110 Wien, 11. Bezirk, Simmering, Dreherstraße | 46 m² | 2 Zimmer | Garten | Privat | € 930",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/2-zimmer-gartenwohnung-uneinsichtig-inkl-garagenplatz-859693492/,3
"Klimatisierte Maisonette mit Weitblick-Dachterrasse in top Lage nahe U6, Millennium City und Donau - JETZT ANFRAGEN | 1200 Wien, 20. Bezirk, Brigittenau, Engerthstraße 102 | 118 m² | 5 Zimmer | Terrasse, Balkon, Dachterrasse | teamneunzehn-Gruppe | € 2.099,18",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/klimatisierte-maisonette-mit-weitblick-dachterrasse-in-top-lage-nahe-u6-millennium-city-und-donau-jetzt-anfragen-1999790542/,3
"Luxuriös komplett möbliertes Penthouse mit Blick auf Schloss Schönbrunn | 1140 Wien, 14. Bezirk, Penzing | 133 m² | 3 Zimmer | Terrasse, Garten | Turpin immobilien Treuhand GmbH | € 6.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/luxurioes-komplett-moebliertes-penthouse-mit-blick-auf-schloss-schoenbrunn-1515996276/,3
"LOFTWOHNUNG in Stadtlage - 3 Schlafzimmer - ca. 233 m² WFL - Terrasse ca. 60 m² - 4. Schlafzimmer möglich - Aufzug bis in die Wohnung | 1030 Wien, 03. Bezirk, Landstraße | 5 Zimmer | Terrasse | SIRA Real Estate GmbH | € 3.950",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/loftwohnung-in-stadtlage-3-schlafzimmer-ca-233-m-wfl-terrasse-ca-60-m-4-schlafzimmer-moeglich-aufzug-bis-in-die-wohnung-1079584658/,3
"Neuwertige 3-Zimmer-Wohnung mit Balkon beim FAC-Platz - Nur 3 Minuten zur S-Bahn. - WOHNTRAUM | 1210 Wien, 21. Bezirk, Floridsdorf, Koloniestraße 35 | 78 m² | 3 Zimmer | Balkon | teamneunzehn-Gruppe | € 1.426,62",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/neuwertige-3-zimmer-wohnung-mit-balkon-beim-fac-platz-nur-3-minuten-zur-s-bahn-wohntraum-2009602398/,3
"Moderne 2-Zimmer-Wohnung in zentraler Lage beim FAC-Platz, nur wenige Minuten von der S-Bahnstation Jedlersdorf entfernt. - WOHNTRAUM | 1210 Wien, 21. Bezirk, Floridsdorf, Koloniestraße 35 | 42 m² | 2 Zimmer | Terrasse | teamneunzehn-Gruppe | € 879,48",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moderne-2-zimmer-wohnung-in-zentraler-lage-beim-fac-platz-nur-wenige-minuten-von-der-s-bahnstation-jedlersdorf-entfernt-wohntraum-1225932501/,3
"2- Zimmer Wohntraum mit gemütlichen Balkon im 1100 Wien | 1100 Wien, 10. Bezirk, Favoriten, Dampfgasse | 47 m² | 2 Zimmer | Balkon | EHL Immobilien GmbH | € 870,69",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/2-zimmer-wohntraum-mit-gemuetlichen-balkon-im-1100-wien-822111664/,3
"Engerth 102- 5 Minuten zu U6 und S-Bahn HANDELSKAI! Hochwertige Einbauküchen und moderne Architektur! - JETZT ZUSCHLAGEN | Neubauprojekt | 1200 Wien, 20. Bezirk, Brigittenau, Engerthstraße 102 | teamneunzehn-Gruppe | ab € 2.099",https://www.willhaben.at/iad/immobilien/d/neubauprojekt/wien/wien-1200-brigittenau/engerth-102-5-minuten-zu-u6-und-s-bahn-handelskai-hochwertige-einbaukuechen-und-moderne-architektur-jetzt-zuschlagen-865013440/,3
"Etage 7/Top 65 | 118 m², 5 Zimmer | € 2.099,18",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/klimatisierte-maisonette-mit-weitblick-dachterrasse-in-top-lage-nahe-u6-millennium-city-und-donau-jetzt-anfragen-1999790542/,3
"Kolo 35 - Exklusives Wohnen in Jedlersdorf, nahe FAC-Platz, Denglerpark und SCN - JETZT ANFRAGEN | Neubauprojekt | 1210 Wien, 21. Bezirk, Floridsdorf, Koloniestraße 35 | teamneunzehn-Gruppe | ab € 879",https://www.willhaben.at/iad/immobilien/d/neubauprojekt/wien/wien-1210-floridsdorf/kolo-35-exklusives-wohnen-in-jedlersdorf-nahe-fac-platz-denglerpark-und-scn-jetzt-anfragen-2044395184/,3
"Etage 4/Top 41 | 52 m², 2 Zimmer | € 997",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moderne-2-zimmer-wohnung-in-zentraler-lage-beim-fac-platz-nur-wenige-minuten-von-der-s-bahnstation-jedlersdorf-entfernt-901044042/,3
"Etage 4/Top 23 | 59 m², 2 Zimmer | € 1.139",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moderne-2-zimmer-wohnung-in-zentraler-lage-beim-fac-platz-nur-wenige-minuten-von-der-s-bahnstation-jedlersdorf-entfernt-813679099/,3
"Etage 2/Top 18 | 49 m², 2 Zimmer | € 937",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moderne-2-zimmer-wohnung-in-zentraler-lage-beim-fac-platz-nur-wenige-minuten-von-der-s-bahnstation-jedlersdorf-entfernt-976503496/,3
"Etage 1/Top 11 | 78 m², 3 Zimmer | € 1.426,62",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/neuwertige-3-zimmer-wohnung-mit-balkon-beim-fac-platz-nur-3-minuten-zur-s-bahn-wohntraum-2009602398/,3
"Etage 3/Top 23 | 42 m², 2 Zimmer | € 879,48",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moderne-2-zimmer-wohnung-in-zentraler-lage-beim-fac-platz-nur-wenige-minuten-von-der-s-bahnstation-jedlersdorf-entfernt-wohntraum-1225932501/,3
"3-Zimmer-Wohnung mit 33 m² Terrasse am Laurenzerberg in direkter Nähe zum Schwedenplatz | 1010 Wien, 01. Bezirk, Innere Stadt | 87 m² | 3 Zimmer | Terrasse | ÖRAG Immobilien Vermittlung GmbH | € 1.952,49",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/3-zimmer-wohnung-mit-33-m-terrasse-am-laurenzerberg-in-direkter-naehe-zum-schwedenplatz-1333822363/,3
"Charmante 2,5 Zimmer Wohnung NÄHE REUMANNPLATZ | 1100 Wien, 10. Bezirk, Favoriten, Columbusgasse | 64 m² | 2 Zimmer | WINEGG Makler GmbH | € 831,79",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/charmante-2-5-zimmer-wohnung-naehe-reumannplatz-988380125/,3
"Charmantes Domizil mit Balkon und Terrasse - Ihre neue Wohlfühloase im Grünen. | 1130 Wien, 13. Bezirk, Hietzing | 86 m² | 3 Zimmer | Terrasse, Balkon | ANOBIS IMMOBILIEN GmbH | € 1.789",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/charmantes-domizil-mit-balkon-und-terrasse-ihre-neue-wohlfuehloase-im-gruenen-1397415116/,3
"Dachgeschoß mit Terrasse und herrlichem Grünblick in edler Villa mitten in Hietzing. | 1130 Wien, 13. Bezirk, Hietzing | 75 m² | 3 Zimmer | Terrasse | ANOBIS IMMOBILIEN GmbH | € 1.460",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/dachgeschoss-mit-terrasse-und-herrlichem-gruenblick-in-edler-villa-mitten-in-hietzing-1095376599/,3
"Luxuriöses Penthouse in edler Wohnhausanlage mit Pool, Fitnessbereich und Concierge-Service. | 1190 Wien, 19. Bezirk, Döbling | 163 m² | 3 Zimmer | Terrasse, Loggia, Dachterrasse | ANOBIS IMMOBILIEN GmbH | € 3.999",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/luxurioeses-penthouse-in-edler-wohnhausanlage-mit-pool-fitnessbereich-und-concierge-service-1204404631/,3
"Gemütliches Heim für ZWEI im GRÜNEN | 1110 Wien, 11. Bezirk, Simmering | 62 m² | 2 Zimmer | Balkon, Garten | RED Real Estates Development Bauträger und Immobilien GmbH | € 813,64",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/gemuetliches-heim-fuer-zwei-im-gruenen-2115838941/,3
"Weitläufiges Wohnen im Herzen des 7. Bezirks! | 1070 Wien, 07. Bezirk, Neubau, Lindengasse 22 | 115 m² | 3 Zimmer | Balkon | 3SI Makler GmbH | € 1.999",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/weitlaeufiges-wohnen-im-herzen-des-7-bezirks-1708307649/,3
